Unnamed: 0,GOODS_NM,goods_kor,Column1
약사가운 30수(T/C) 긴팔(여),5,약사가운 수 긴팔,긴팔
디알프레쉬점안액,5,디알프레쉬점안액,안액
VOM_V (HA필러)_봄,5, 봄, 봄
밴드골드 수퍼픽스,5,밴드골드 수퍼픽스,픽스
기계포/기구포/소독포 광목,5,기계포기구포소독포 광목,광목
드레싱카 (Dressing Cart),5,드레싱카 ,카 
글루파정(염산메트포르민),5,글루파정,파정
메디폼A,5,메디폼,디폼
코대원포르테시럽,5,코대원포르테시럽,시럽
석션카테타(Suction Catheter)-LATEX,5,석션카테타,테타
엘린플러스크림,5,엘린플러스크림,크림
산소연결줄 (Oxygen Line),5,산소연결줄 ,줄 
셀메텍정,5,셀메텍정,텍정
수술내의 - 남성용,5,수술내의  남성용,성용
소리굽쇠 공명 METAL-ALLOY TUNING FOLK,5,소리굽쇠 공명   ,  
방수테이프(Opsite post-op),5,방수테이프,이프
피엠에스가바펜틴캡슐,5,피엠에스가바펜틴캡슐,캡슐
네시나정,5,네시나정,나정
소독용에탄올(삼현),5,소독용에탄올,탄올
엘리스핀셋 (Allis Tissue Forceps),5,엘리스핀셋 ,셋 
네오덤 울트라신,5,네오덤 울트라신,라신
GR 캐스트,5, 캐스트,스트
KC요통대(허리보호대),5,요통대,통대
텔미암정,5,텔미암정,암정
멀타핀정,5,멀타핀정,핀정
나노니들,5,나노니들,니들
아토르바스타틴정,5,아토르바스타틴정,틴정
수술복(겉옷-남녀공용),5,수술복,술복
스프린트(프리마),5,스프린트,린트
탑화인 인슐린펜니들,5,탑화인 인슐린펜니들,니들
도우 진료용장갑 LongCuff (Powder-Free),5,도우 진료용장갑  ,  
스파이날니들(SpinalNeedle) ,5,스파이날니들 ,들 
성심 일회용 주사침 ,5,성심 일회용 주사침 ,침 
스트라테라캡슐(염산아토목세틴),5,스트라테라캡슐,캡슐
BL 그린스프린트,5, 그린스프린트,린트
수술용글러브 CARELIVE 멸균 파우더프리 ,5,수술용글러브  멸균 파우더프리 ,리 
파모티딘정(병),5,파모티딘정,딘정
코반 (Coban)-접착식탄력붕대,5,코반 접착식탄력붕대,붕대
알카모핫팩커버 (Alkamo Hot Pack Cover),5,알카모핫팩커버 ,버 
DZ 허리보호대(평상복/정장착용가능),5, 허리보호대,호대
멸균글러브(Sterile Glove),5,멸균글러브,러브
약사가운 30수(T/C) 긴팔(남),5,약사가운 수 긴팔,긴팔
사혈침 란셋(Greenlan),5,사혈침 란셋,란셋
나사라 키네시올로지테이프(베이지),5,나사라 키네시올로지테이프,이프
소독용에탄올(그린),5,소독용에탄올,탄올
라미나리아/자궁경부확장기 (Laminaria),5,라미나리아자궁경부확장기 ,기 
리스달정,5,리스달정,달정
유니메이드 약사가운(20수/TC/긴팔)[UM-4031] 여성용,5,유니메이드 약사가운 여성용,성용
텐스 스폰지,5,텐스 스폰지,폰지
크리콕스캡슐,5,크리콕스캡슐,캡슐
아트릭스 스트롱 프로텍션 크림(핸드크림),5,아트릭스 스트롱 프로텍션 크림,크림
미식밧드 (Instrument Tray),5,미식밧드 ,드 
브이반플러스정,5,브이반플러스정,스정
뉴론틴캡슐(가바펜틴),5,뉴론틴캡슐,캡슐
노바스크티정,5,노바스크티정,티정
글루코파지정(염산메트포르민),5,글루코파지정,지정
큐로켈서방정,5,큐로켈서방정,방정
3M 후투로 고기능성 무릎보호대,5, 후투로 고기능성 무릎보호대,호대
Trocar double-end K-WIRE,5,  ,  
솜면봉 (Cotton Applicator Stick),5,솜면봉 ,봉 
스마트웰 허리보호대,5,스마트웰 허리보호대,호대
"코반(Coban),코바(KOBA)-자가점착붕대",5,코반코바자가점착붕대,붕대
NEW닥터헬퍼 프리미엄 허리보호대,5,닥터헬퍼 프리미엄 허리보호대,호대
봉합침 (Suture Needles) - 안과용각침,5,봉합침   안과용각침,각침
글리멜정,5,글리멜정,멜정
에드파정,5,에드파정,파정
파로틴정,5,파로틴정,틴정
성심 인슐린주사기(신),5,성심 인슐린주사기,사기
탄력붕대,5,탄력붕대,붕대
레비탐정,5,레비탐정,탐정
유니알디스포점안액0.1%,5,유니알디스포점안액,안액
메디터치5(meditouch),5,메디터치,터치
우데콜정,5,우데콜정,콜정
밀타정,5,밀타정,타정
시그맥스 맥스벨트 R2 허리보호대 ,5,시그맥스 맥스벨트  허리보호대 ,대 
일회용침/행림침,5,일회용침행림침,림침
크레졸수 (Cresol Solution),5,크레졸수 ,수 
BL 닐스프린트,5, 닐스프린트,린트
몰시톤정,5,몰시톤정,톤정
수술용글러브 멸균 라텍스 파우더 iNtouch  Surgical Glove,5,수술용글러브 멸균 라텍스 파우더    ,  
리포메트정,5,리포메트정,트정
침대 시트커버 (Sheet Cover),5,침대 시트커버 ,버 
수술용글러브 Gammex 멸균 파우더프리 Latex PF NEW SMART,5,수술용글러브  멸균 파우더프리    ,  
슈퍼포아 드레싱밴드,5,슈퍼포아 드레싱밴드,밴드
수술용장갑(Surgical Glove)-DOUBLE SAFE-PRE POWDERED,5,수술용장갑  ,  
릴렉시아정,5,릴렉시아정,아정
수지부목 리필-말렛(MALLET)핑거 일반형(리필),5,수지부목 리필말렛핑거 일반형,반형
메쳄바움(직),5,메쳄바움,바움
약사가운 20수(T/C) 긴팔(남),5,약사가운 수 긴팔,긴팔
탐스로신서방정,5,탐스로신서방정,방정
약사가운30수(T/C)반팔(여),5,약사가운수반팔,반팔
펀치(KEYES DERMAL PUNCH),5,펀치,펀치
쿨민트 리스테린액,5,쿨민트 리스테린액,린액
일회용부항컵-카톤,5,일회용부항컵카톤,카톤
발목보호대(Ankle Brace 011),5,발목보호대,호대
디앤비 손목밴드,5,디앤비 손목밴드,밴드
레파넘정,5,레파넘정,넘정
항문바지,5,항문바지,바지
밸포밴드,5,밸포밴드,밴드
아스피린장용정,5,아스피린장용정,용정
암로탄정(PTP),5,암로탄정,탄정
정맥카테타 (IV Catheter) 묶음,5,정맥카테타  묶음,묶음
글리메프정,5,글리메프정,프정
리피토정(아토르바스타틴칼슘),5,리피토정,토정
스폰지핀셋 (Sponge Forceps),5,스폰지핀셋 ,셋 
상공 탈지면,5,상공 탈지면,지면
로베틴정,5,로베틴정,틴정
칸타벨정,5,칸타벨정,벨정
코르셋(Corset),5,코르셋,르셋
롤스프린트(부직포),5,롤스프린트,린트
기관절개튜브(tracheostomy) Cuff,5,기관절개튜브 ,브 
붕대가위,5,붕대가위,가위
플리바스정(병),5,플리바스정,스정
수술용장갑(Surgical Glove)-Medi-Grip,5,수술용장갑,장갑
복용법부착 PP시럽병 ,5,복용법부착 시럽병 ,병 
코르셋,5,코르셋,르셋
더마쓰레드 코그실,5,더마쓰레드 코그실,그실
가그린오리지널,5,가그린오리지널,지널
일회용질경 (DISPOSABLE VAGINAL SPECULUM) ,5,일회용질경  ,  
프로막정(발프로산마그네슘),5,프로막정,막정
약주걱,5,약주걱,주걱
멸균 수술용장갑 Powder Free,5,멸균 수술용장갑  ,  
졸피신정,5,졸피신정,신정
롤스프린트(화이바),5,롤스프린트,린트
녹산 석고붕대,5,녹산 석고붕대,붕대
헤파린캡(HeparinCap),5,헤파린캡,린캡
큐렛 MEYHOEFER EYE CURETTE,5,큐렛   ,  
SPICA 소독봉투,5, 소독봉투,봉투
수술용장갑(Surgical Glove) - PURESHIELD PF,5,수술용장갑   ,  
진료용글러브 멸균 라텍스 SPICA,5,진료용글러브 멸균 라텍스 ,스 
텔미원스정(병),5,텔미원스정,스정
암로듀엣정(병),5,암로듀엣정,엣정
카디아젬정(염산딜티아젬),5,카디아젬정,젬정
브레드이발소 맛있는 키즈비타민(복숭아/건강기능식품),5,브레드이발소 맛있는 키즈비타민,타민
허리보호대(Elastic Waist Low/Back Support),5,허리보호대,호대
정제수,5,정제수,제수
가바펜틴캡슐(병),5,가바펜틴캡슐,캡슐
모노로바정,5,모노로바정,바정
압박스타킹(stocking)-혈전방지용,5,압박스타킹혈전방지용,지용
아모잘탄 엑스큐 정(PTP),5,아모잘탄 엑스큐 정, 정
드레싱포셉(Dressing Forceps),5,드레싱포셉,포셉
하이퍼포아(비급여 방수밴드),5,하이퍼포아,포아
쑥찜질팩,5,쑥찜질팩,질팩
기관절개튜브 (Trachestomy Tube)-Teflon(No-valve),5,기관절개튜브 ,브 
리피토엠서방정,5,리피토엠서방정,방정
수술용장갑(Surgical Glove)-GAMMEX,5,수술용장갑,장갑
뉴로메드정(옥시라세탐),5,뉴로메드정,드정
3M아크릴양면폼테이프,5,아크릴양면폼테이프,이프
크레산트정(PTP),5,크레산트정,트정
향사평위산엑스과립,5,향사평위산엑스과립,과립
(삼현)소독용에탄올 83%,5,소독용에탄올 ,올 
엑스레이필름(X-ray film) RETINA,5,엑스레이필름 ,름 
DZ 자석 허리 보호대,5, 자석 허리 보호대,호대
컵병,5,컵병,컵병
투명투약병(PT),5,투명투약병,약병
로칸듀오정,5,로칸듀오정,오정
푸록틴캡슐(염산플루옥세틴),5,푸록틴캡슐,캡슐
이트라코나졸정(병),5,이트라코나졸정,졸정
멜로덱스캡슐,5,멜로덱스캡슐,캡슐
E.O Gas Pack,5,  ,  
허리보호대(Elastic Waist/ Low Back Support),5,허리보호대,호대
쥐매트골드,5,쥐매트골드,골드
케펜텍플라스타(케토프로펜),5,케펜텍플라스타,스타
씬지로이드정,5,씬지로이드정,드정
올멕정,5,올멕정,멕정
DZ 무릎보호대,5, 무릎보호대,호대
수술겉가운,5,수술겉가운,가운
레티람정,5,레티람정,람정
모노피트-S(MONOFIT-S) ,5,모노피트 ,트 
드레싱포셉(THUMB DRESSING FORCEP),5,드레싱포셉,포셉
발사원정(병),5,발사원정,원정
트리사 플렉스헤드3 (Soft) 칫솔,4,트리사 플렉스헤드  칫솔,칫솔
쎄로켈서방정(PTP),4,쎄로켈서방정,방정
LP 손목보호대 703,4, 손목보호대 ,대 
쏠라씨정(레몬맛),4,쏠라씨정,씨정
DZ 자석 무릎 보호대,4, 자석 무릎 보호대,호대
도네시아정,4,도네시아정,아정
세레탈서방캡슐(병),4,세레탈서방캡슐,캡슐
LP 팔꿈치보호대 701(TENNIS ELBOW SUPPORT),4, 팔꿈치보호대 ,대 
토파맥스스프링클캡슐(병),4,토파맥스스프링클캡슐,캡슐
메타혈압계,4,메타혈압계,압계
긴마개 말랑이투약병(캐릭터/초록토끼),4,긴마개 말랑이투약병,약병
클래스로신정(병),4,클래스로신정,신정
칼라석고신발(토우가드일체형),4,칼라석고신발,신발
이소딘정,4,이소딘정,딘정
에버덴 치간칫솔(I자형),4,에버덴 치간칫솔,칫솔
바이옵시 펀치,4,바이옵시 펀치,펀치
아피토정,4,아피토정,토정
트라린정,4,트라린정,린정
스피로자이드정,4,스피로자이드정,드정
진료용글러브 비멸균 라텍스 SUPERFIT 일회용 양손겸용,4,진료용글러브 비멸균 라텍스  일회용 양손겸용,겸용
미라프정,4,미라프정,프정
포스레놀정,4,포스레놀정,놀정
자스퍼 압박스타킹,4,자스퍼 압박스타킹,타킹
리피로우정(PTP),4,리피로우정,우정
리스돈정(리스페리돈),4,리스돈정,돈정
디앤비 울트라슬링(K슬링),4,디앤비 울트라슬링,슬링
텔미베타정(병),4,텔미베타정,타정
"산소카테타(PVC OXYGEN,#3120)",4,산소카테타,테타
메티스보호대(발목브레이스)JM-102,4,메티스보호대,호대
노스카나 시트(흉터관리),4,노스카나 시트,시트
제주산 천연도라지 목엔도라지액(천연도라지+천연야자당),4,제주산 천연도라지 목엔도라지액,지액
푸로핀캡슐,4,푸로핀캡슐,캡슐
디앤비 밸포밴드,4,디앤비 밸포밴드,밴드
New 오가닉스토리 라포레띠 물티슈 캡형,4, 오가닉스토리 라포레띠 물티슈 캡형,캡형
웰빙 손가락 골무(플라스틱케이스),4,웰빙 손가락 골무,골무
훼미리 얇은 테이핑 허리보호대(FT100) ,4,훼미리 얇은 테이핑 허리보호대 ,대 
쎄렉스타캡슐,4,쎄렉스타캡슐,캡슐
휴니즈아토르바스타틴칼슘정,4,휴니즈아토르바스타틴칼슘정,슘정
안과핀셋 (Iris Forceos),4,안과핀셋 ,셋 
텔리토정,4,텔리토정,토정
팜엔닥터 치간칫솔 (I자형),4,팜엔닥터 치간칫솔 ,솔 
NEW 재스퍼 발목보호대 E1006,4, 재스퍼 발목보호대 ,대 
아르틴정,4,아르틴정,틴정
대한 멸균거즈,4,대한 멸균거즈,거즈
유리가트정,4,유리가트정,트정
태창인슐린펜니들,4,태창인슐린펜니들,니들
쿠에티정(쿠에티아핀푸마르산염)(병),4,쿠에티정,티정
나비침(ScalpVeinSet) DEHP FREE,4,나비침  ,  
트락손정,4,트락손정,손정
3NS 키네시올로지 테이프,4, 키네시올로지 테이프,이프
메녹틸정(브롬화옥틸로늄),4,메녹틸정,틸정
글루코바이정(PTP),4,글루코바이정,이정
혈압계용 커프(범용),4,혈압계용 커프,커프
수술용글러브 PF 탑글러브(TOPGLOVE) 멸균 ,4,수술용글러브  탑글러브 멸균 ,균 
수성 기브스신발,4,수성 기브스신발,신발
프레틴캡슐,4,프레틴캡슐,캡슐
솜붕대 (Cotton Bandage) ,4,솜붕대  ,  
네오팻정,4,네오팻정,팻정
크레바틴정,4,크레바틴정,틴정
누리그라정,4,누리그라정,라정
모사프리드,4,모사프리드,리드
카딜정(메실산독사조신),4,카딜정,딜정
긴마개 말랑이투약병(캐릭터/노랑강아지),4,긴마개 말랑이투약병,약병
싸이신정(염산시프로플록사신),4,싸이신정,신정
리레카캡슐,4,리레카캡슐,캡슐
미살탄스타정(PTP),4,미살탄스타정,타정
플라그를 찾아가는 헤드 저스틴 치간칫솔,4,플라그를 찾아가는 헤드 저스틴 치간칫솔,칫솔
클라릭정(클래리스로마이신),4,클라릭정,릭정
일회용주사침,4,일회용주사침,사침
발목보호대(Ankle Sleeve With Buttress Pad 003-1),4,발목보호대,호대
팜비어정,4,팜비어정,어정
손목보호대 (Wrist Support) ,4,손목보호대  ,  
대한위재 신축성탄력붕대(고무탄력붕대),4,대한위재 신축성탄력붕대,붕대
프리렙톨캡슐,4,프리렙톨캡슐,캡슐
무릎보호대(Knee Support),4,무릎보호대,호대
대웅우루사연질캡슐,4,대웅우루사연질캡슐,캡슐
뉴셀콕캡슐,4,뉴셀콕캡슐,캡슐
명인디스그렌캡슐(트리플루살),4,명인디스그렌캡슐,캡슐
한시움정,4,한시움정,움정
대웅바이오클래리트로마이신정,4,대웅바이오클래리트로마이신정,신정
안과가위 (Iris Scissor),4,안과가위 ,위 
수술용장갑 Powder Free(멸균/고급형),4,수술용장갑  ,  
LP 어깨보호대 754,4, 어깨보호대 ,대 
아모텐션정,4,아모텐션정,션정
수술용가운,4,수술용가운,가운
토파원정,4,토파원정,원정
솔리신정,4,솔리신정,신정
글루에이서방정,4,글루에이서방정,방정
LP 발목보호대 704 (ANKLE SUPPORT),4, 발목보호대  ,  
모리코트크림,4,모리코트크림,크림
LP 손목보호대 752,4, 손목보호대 ,대 
엘로톤정(이소소르비드-5-모노니트레이트),4,엘로톤정,톤정
헥사메딘액,4,헥사메딘액,딘액
얼굴부터 목까지 3단 자외선마스크,4,얼굴부터 목까지 단 자외선마스크,스크
칼라석고신발(1개증정),4,칼라석고신발,신발
밴드골드 밴드포어 부직반창고(종이반창고/살색/개별포장),4,밴드골드 밴드포어 부직반창고,창고
알말정(염산아로티놀롤),4,알말정,말정
아일리점안액,4,아일리점안액,안액
상아 조은요통벨트(망사 고리형),4,상아 조은요통벨트,벨트
가비스타캡슐,4,가비스타캡슐,캡슐
긴마개 말랑이투약병(캐릭터/노랑오리),4,긴마개 말랑이투약병,약병
로메탄정,4,로메탄정,탄정
투게논정,4,투게논정,논정
씨투스현탁정(PTP),4,씨투스현탁정,탁정
프레리카캡슐,4,프레리카캡슐,캡슐
피타듀스정,4,피타듀스정,스정
아디센정,4,아디센정,센정
휴메딕 메딕 소독용 에탄올,4,휴메딕 메딕 소독용 에탄올,탄올
트리테이스정,4,트리테이스정,스정
재스퍼 손목보호대 E1002,4,재스퍼 손목보호대 ,대 
바브론정,4,바브론정,론정
밴드골드 밴드포어 부직반창고(종이반창고/백색/개별포장),4,밴드골드 밴드포어 부직반창고,창고
